ESN,Cycles_Since_New,Snapshot,Cumulative_WWs,Cumulative_HPC_SVs,Cumulative_HPT_SVs,Sensed_Altitude,Sensed_Mach,Sensed_Pamb,Sensed_Pt2,Sensed_TAT,Sensed_WFuel,Sensed_VAFN,Sensed_VBV,Sensed_Fan_Speed,Sensed_Core_Speed,Sensed_T25,Sensed_T3,Sensed_Ps3,Sensed_T45,Sensed_P25,Sensed_T5,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV
101,10,4,0,0,0,20069.321515887346,0.5989709689365587,6.729033493402538,8.54798253303311,507.93863716493695,0.67922540564779,4629.42824002173,0.0,1866.5128077067275,20614.652548517224,717.2436138798287,1524.9134891312322,278.66867682258464,2045.0219184147986,25.170891267104388,1281.1356543109623,900,8500,4080
101,10,6,0,0,0,26000.321515887346,0.6646169616924485,5.234008341648637,7.015638988163647,491.35182159862467,0.554808893562178,4544.3930545367975,0.0,1848.6820117441112,20285.04405841448,697.7841882701545,1482.227430116121,230.66192099407343,1993.850362866829,21.029097750605384,1235.7820339140744,900,8500,4080
101,10,7,0,0,0,25997.321515887346,0.6947309567676744,5.234659999436745,7.202796375295511,496.5240395042796,0.5419356092187454,4466.141614638352,0.0,1823.8119860468717,20274.27473734496,701.2593593884028,1480.4051245088851,227.5140206213725,1980.5888460248252,21.1498579499299,1231.4641486388155,900,8500,4080
101,10,8,0,0,0,26004.321515887346,0.6971879794346055,5.233139464597827,7.21642141547741,495.3547577192582,0.52128042168969,4434.538303057426,0.0,1793.9127854207502,20162.45711255062,695.9328490676231,1465.3900085656549,221.31148566628826,1954.8233401530456,20.790294583322368,1220.3874447787803,900,8500,4080
101,20,1,0,0,0,292.3215158873453,0.10385396770107364,14.525914486449889,14.567031768889766,531.813458549899,1.224338361361965,6230.385329796864,0.0,1890.7062579287592,21181.955005856587,738.5973378663192,1598.5178458005919,481.94096460375056,2156.9844544828848,40.75413031658714,1404.7251613544656,890,8490,4070
101,20,2,0,0,0,344.3215158873453,0.2239319725977144,14.50029219665376,14.957643112721557,535.9617667083219,1.2501390835348352,5821.334696789108,0.0,1897.4245230526735,21243.070421390195,745.1077322812583,1607.0738258546967,492.33362795238736,2163.536822235625,42.00723673149864,1403.8510058098368,890,8490,4070
101,20,3,0,0,0,2420.3215158873454,0.33405597946512317,13.477371550177528,14.505930887294351,536.9342633579398,1.1686472507416508,5395.336062801792,0.0,1879.8840634947042,21177.93115639967,745.3203844119191,1598.3744219715522,465.50031956078135,2141.8346373423337,40.48590389416616,1385.8875548189073,890,8490,4070
101,20,4,0,0,0,20218.321515887346,0.5526659681545457,6.690420772956591,8.206953883227314,508.13362102806053,0.659718152657781,4733.939734278206,0.0,1868.1201860882118,20630.704393271502,717.0533252619776,1527.5403362681889,268.88390165806254,2055.1696902656468,24.125916133267193,1293.4391676410864,890,8490,4070
101,20,6,0,0,0,23001.321515887346,0.5866229727016649,5.969218081674251,7.510611101974359,498.87433253035755,0.5130655641724375,4568.994786518516,0.0,1743.9579264728895,20086.78247698165,690.6884693217253,1455.2230004868627,219.12317340589107,1938.8939177945635,20.58760938214852,1237.7883291891073,890,8490,4070
101,20,7,0,0,0,22993.321515887346,0.5858039452778062,5.97129124787269,7.508501633135355,499.74478029383323,0.4480850326343095,4487.425194882036,0.004786590458454635,1656.2846268425099,19795.900801329535,678.2656847818486,1416.5555007389175,197.15076631023132,1872.5682717199204,19.152673451910726,1217.9995159114678,890,8490,4070
101,20,8,0,0,0,23000.321515887346,0.6316049887882432,5.969477227449056,7.783634414322927,503.9828364429276,0.49283485130338667,4438.941200778985,0.004462420824713803,1706.2124845698563,20016.816235404225,691.120300087353,1445.323735884851,213.89878336271386,1912.1007963878703,20.599876326124903,1226.798272414636,890,8490,4070
101,30,1,0,0,0,537.3215158873453,0.1034759699450693,14.405194082602742,14.44514755256356,534.0593413461888,1.224705685244196,6225.945886918756,0.0,1899.1765499153203,21239.14084944068,742.3808442261865,1606.4540386723831,479.80978233468136,2169.699114579838,40.539378984020864,1412.5612986815406,880,8480,4060
101,30,2,0,0,0,598.3215158873453,0.2173169597135744,14.375137165726514,14.798678339041121,536.1077864417526,1.2433215705355378,5845.143948049226,0.0,1900.8906896496608,21256.148441388636,745.7543060505321,1608.9747105750646,488.6555232344306,2167.766866730366,41.64326844122926,1406.386725649317,880,8480,4060
101,30,3,0,0,0,2674.3215158873454,0.34041895410883044,13.352216519250282,14.41427862448352,533.2423254965888,1.1494935629133185,5370.558133185807,0.0,1869.5709578963858,21092.370753946274,739.8450354051815,1586.7333046749259,460.6442321740939,2124.6378989183286,40.14650898824864,1374.2658747953324,880,8480,4060
101,30,4,0,0,0,20169.321515887346,0.5953169657932481,6.703118915922036,8.490847476382953,501.27524629100145,0.6801165875013166,4645.859183859392,0.0,1864.1550875493676,20513.778088806142,708.9990918809353,1511.479422429309,280.0309397874021,2029.7521256657244,25.150069138547092,1268.531525502466,880,8480,4060
101,30,5,0,0,0,29001.321515887346,0.6755159690128526,4.582133334278423,6.199700121759014,477.95267937644223,0.5196328757526083,4550.181394459857,0.0,1866.309141018164,20149.157828790918,685.4417334766789,1465.430645352386,214.68654690808916,1987.8903847890042,19.23901544965426,1220.5702583890352,880,8480,4060
101,30,6,0,0,0,29001.321515887346,0.6757049753414354,4.582133334278423,6.200714761848687,477.9750557209563,0.5202154328501162,4550.214356395561,0.0,1866.9585901050323,20151.733229371865,685.5543002795157,1465.7721169254364,214.87292734924685,1988.485755115663,19.25053706446691,1220.8152259169083,880,8480,4060
101,30,7,0,0,0,29000.321515887346,0.706952948783513,4.582350553541126,6.374386757355396,479.7820767888099,0.43968259360332523,4401.044990688359,0.0,1743.0340864225266,19758.769963127757,672.0949828650126,1413.2348249489437,190.59895087783798,1887.6161580622197,18.13463432851048,1179.540208766239,880,8480,4060
101,30,8,0,0,0,29000.321515887346,0.7255379750477037,4.582350553541126,6.482934151783898,481.6081025846037,0.4763309786385462,4433.587916925576,0.0,1792.5604337133825,19939.362762836037,681.0371975579894,1436.8980865416681,203.47239887169198,1924.426831934356,19.085507255547004,1190.8637317533598,880,8480,4060
101,40,1,0,0,0,-280.6784841126547,0.10284596375095462,14.830054196842847,14.869782433374688,509.7022993242169,1.1320836774966192,6303.70337936357,0.0,1797.1873662652422,20574.91379627131,700.5514135295684,1516.2586387507456,467.1610334086339,2030.0281674194791,40.10602674329178,1329.9535464106862,870,8470,4050
101,40,2,0,0,0,-227.67848411265473,0.218387965773221,14.79981240401325,15.24077791232147,513.454653702935,1.1528596956556858,5877.64322289698,0.0,1802.5348676132246,20632.618186144555,706.343747556016,1523.9304873237068,475.9828616735961,2035.814810783789,41.210120662837056,1329.3631863186586,870,8470,4050
101,40,3,0,0,0,2482.3215158873454,0.3523259653793535,13.446821896959067,14.600020454515992,513.8279971859175,1.0697561326819371,5320.667809074751,0.0,1791.8848117442376,20573.17852021481,707.1139072058118,1516.1945427435053,446.5846174393778,2016.2587934039655,39.46198934145385,1309.0586379971194,870,8470,4050
101,40,4,0,0,0,20675.321515887346,0.6167369677768907,6.571991153870702,8.466709168328816,493.06863775529223,0.6740929342685886,4615.439789665363,0.0,1853.7546611920925,20357.29681081566,698.3295867336319,1490.5242999064365,280.40020015312996,2000.3211884275986,25.18769057980825,1244.584900393215,870,8470,4050
101,40,6,0,0,0,28007.321515887346,0.6088619425045213,4.798049281404712,6.142659731354583,463.688096475473,0.48567965388141365,4629.593482077331,0.0,1805.432815116663,19750.031345315492,659.4731833570429,1412.8840401763869,205.94177678842559,1913.271772426584,18.506297190343496,1185.314444472043,870,8470,4050
101,40,7,0,0,0,27997.321515887346,0.6145949556575975,4.800221474031737,6.173543434540795,464.29385899045457,0.343706636305408,4396.0103416227175,0.018682659606362815,1574.9642330642662,18970.0039260649,627.796452573197,1312.4441057219829,157.27470188554707,1743.8227216556174,15.510683907357842,1131.638119413583,870,8470,4050
101,40,8,0,0,0,28009.321515887346,0.6076019599186143,4.797614842879308,6.135978078323776,465.00468632757315,0.40408287864507786,4521.190053697711,0.0003907723960035945,1681.327020559109,19365.306081004317,645.0579632703038,1362.6371040655847,178.4929631624815,1824.259955932371,16.885966242178913,1157.2986106020785,870,8470,4050
101,50,1,0,0,0,203.32151588734527,0.10297196797000979,14.569768020908649,14.609074089453065,544.4172048089506,1.2278571978107493,6248.742504093914,0.0,1900.6961093107382,21388.41539927864,754.3732612731998,1627.3284736845328,477.39267076387006,2196.714900954293,40.57687803950755,1436.9513334439541,860,8460,4040
101,50,2,0,0,0,245.32151588734527,0.21347396514284228,14.549073094534853,14.96061771088132,547.7349508272406,1.2512956464517042,5869.65218413397,0.0,1906.4788515061518,21437.07464544803,759.7252179494291,1634.0785816073196,486.90371179644416,2201.323742134957,41.70943676393333,1435.0253575327133,860,8460,4040
101,50,3,0,0,0,1976.3215158873452,0.32737796447145556,13.696146486129091,14.696052697359107,550.2539631413241,1.157548612343749,5422.24528462859,0.0,1872.5105897357023,21344.214440477932,759.3312729263225,1621.519402464052,457.6437528414574,2170.2154202814186,40.1834661904595,1415.9119556250162,860,8460,4040
101,50,4,0,0,0,20502.321515887346,0.6252419545398912,6.616823372911968,8.58311633780949,509.5293984194344,0.678540168585761,4588.894554164517,0.0,1868.182418120248,20633.38026004982,719.9756802918437,1527.6141327041094,278.4987221585878,2046.9446131867983,25.316068095990016,1279.792976056124,860,8460,4040
101,50,6,0,0,0,24796.321515887346,0.6689639880405626,5.50405141589926,7.405118646173998,496.2808722063071,0.5850592946689498,4535.723018006911,0.0,1855.4624907494745,20379.945132455523,704.3961414283717,1494.6612167252358,242.5008125240485,2007.9281300037499,22.15207086386683,1245.381406836056,860,8460,4040
101,50,7,0,0,0,25536.321515887346,0.6716729595409593,5.334798079542598,7.194150015660737,492.69274013928685,0.5681247660307359,4533.566972660242,0.0,1850.5878386221113,20310.188207294057,699.7326639179305,1485.574655553948,236.10153909501568,1997.264989837847,21.56269370473867,1237.4346538889447,860,8460,4040
101,50,8,0,0,0,25981.321515887346,0.6717989637600145,5.238135507639985,7.064564361844257,490.2581917419097,0.5126681556122066,4476.9080768653985,0.0,1787.7278735736693,20073.586551927805,688.9069000454645,1454.0844594577698,217.90075068794488,1944.2559689277844,20.36827316026697,1215.7114293603122,860,8460,4040
101,60,1,0,0,0,1061.3215158873452,0.10190096936094378,14.147000239272518,14.182905881265333,531.7712356005983,1.211674279370511,6221.275810063132,0.0,1902.771110507576,21216.140787445445,740.4153259130447,1603.5332884499428,474.3918502228256,2168.273816877665,40.01642229586042,1409.4598696352552,850,8450,4030
101,60,2,0,0,0,1110.3215158873452,0.22613697192537402,14.122856158503089,14.57828766577251,537.4296995573939,1.2395035268550592,5806.0639692638815,0.0,1911.5831464407106,21304.336496931788,748.975951265296,1615.8696540148585,484.7654050288254,2179.9535754265953,41.27955369114476,1412.2114871514923,850,8450,4030
101,60,3,0,0,0,2990.3215158873454,0.3520109548317156,13.196511835104573,14.3260320019989,548.3618090893826,1.1668622876800254,5325.644280787769,0.0,1899.1346485969088,21390.99643680734,761.449443394438,1628.1250109528803,458.3590698770039,2184.2675825248007,40.036166653829994,1414.8297884482085,850,8450,4030
101,60,4,0,0,0,20410.321515887346,0.6143429472194871,6.640664784194029,8.538810069602395,508.25490152439824,0.6780054114258626,4607.097860083217,0.0,1868.3431127127185,20618.684232323812,718.3392698276893,1525.7359539854888,278.0837528921024,2046.2591889572177,25.20796833955074,1280.033434768604,850,8450,4030
101,60,6,0,0,0,23992.321515887346,0.6619709923015794,5.712404618842488,7.639625039511005,497.38803886328975,0.5295328691200828,4457.618256101869,0.0,1764.221928131504,20109.21902440486,693.2974626070721,1458.0502767879855,226.58869377816706,1939.52871945079,21.413911918691433,1222.708914996189,850,8450,4030
101,60,7,0,0,0,23997.321515887346,0.6606479480015001,5.711108889968462,7.62930297104025,497.22812889227737,0.5138402376744672,4439.606753655963,0.002427277043198684,1744.1673699183405,20039.268141596425,689.9532756238099,1448.737398022474,221.32882253679844,1924.1076326482496,21.051128920574794,1217.5325546140223,850,8450,4030
101,60,8,0,0,0,23992.321515887346,0.6591359569774827,5.712404618842488,7.621245332326351,496.0692273573362,0.5048922337895714,4431.398920135127,0.0036381197100453424,1731.642534698423,19981.05605764964,686.6646859336456,1441.0186165955895,218.50642296236182,1912.2587432417702,20.84600600258954,1212.4045107819459,850,8450,4030
101,70,1,0,0,0,1009.3215158873453,0.10423196545707797,14.172622529068647,14.213551613560831,534.5267497140748,1.2203369254873688,6212.152958984756,0.0,1908.9757897960544,21274.032400048138,744.4449247759223,1611.5275411543414,475.8668663432965,2180.1042030864637,40.142869703843246,1417.481501480544,840,8440,4020
101,70,2,0,0,0,1061.3215158873452,0.226262961243268,14.147000239272518,14.603784972314472,537.4357302683015,1.2437473022141419,5804.840965751442,0.0,1912.87854502623,21308.34172825704,749.1879721671278,1616.4453473687126,486.14697515158366,2181.191892739952,41.3888853585271,1412.7319931234729,840,8440,4020
101,70,3,0,0,0,3093.3215158873454,0.34942795774805163,13.145759991854549,14.25295360479484,541.7186182812353,1.1255021331621045,5334.483613158985,0.0,1869.539007282505,21208.38149201301,749.783140563039,1603.0184411064843,448.23158717228216,2145.8494710849345,39.35075060090081,1393.0983500645718,840,8440,4020
101,70,4,0,0,0,20578.321515887346,0.6237929656254014,6.5971282940267875,8.547529169178913,507.90735921989636,0.677085891875907,4593.213880507208,0.0,1867.70422137206,20608.523490758733,718.0610173576016,1524.3731471686826,278.0591496464154,2043.6259745220798,25.254360115411547,1277.121089956842,840,8440,4020
101,70,5,0,0,0,30018.321515887346,0.6458429887043199,4.3619155273603605,5.75479418892673,466.7209401212516,0.4632178138633591,4581.231694379991,0.0,1822.1021727159373,19833.930233536514,666.5730182342702,1424.687901523927,194.57206011466204,1934.1630638910758,17.576624848848365,1193.1588121111317,840,8440,4020
101,70,6,0,0,0,31004.321515887346,0.6574349596248826,4.1837617914345095,5.573757778358674,462.6480636063761,0.44320050045695286,4563.03777001407,0.0,1809.9625997962216,19726.231888331124,660.6875751308761,1410.8488558503363,187.32591428980385,1915.3722604617371,17.00509797995653,1180.3661529882072,840,8440,4020
101,70,7,0,0,0,30988.321515887346,0.704936940883275,4.186652724269007,5.8134096434829,460.74487469973224,0.3905232918009597,4395.916270874653,0.0,1701.5611014928584,19336.42006466881,645.2656819243207,1359.2899539799591,172.70418788613344,1820.6017980104616,16.489405243564534,1136.276201696505,840,8440,4020
101,70,8,0,0,0,31004.321515887346,0.6882419779049119,4.1837617914345095,5.723900633347669,457.3171494354942,0.3824699239309367,4415.42422330317,0.0,1691.6647159383385,19255.79379414049,639.803866669648,1349.080721465464,169.68115852151539,1808.574424107503,16.17865610528045,1131.0403023254485,840,8440,4020
101,80,1,0,0,0,849.3215158873453,0.10379096559154605,14.251460343825967,14.291664982258135,538.1237174028951,1.2066818527221155,6234.645518847614,0.0,1898.6765754742955,21292.694460978713,747.1170731794529,1614.2897410526602,470.99671507133775,2180.9728737499545,39.94299591722973,1423.0592428223845,830,8430,4010
101,80,2,0,0,0,903.3215158873453,0.23199595949518298,14.224852581345372,14.71080229976657,543.1695185332762,1.240410614586101,5789.857534961149,0.0,1910.140440838394,21379.789995185798,755.3933722225395,1626.36778309593,483.58555838259093,2192.640150233318,41.370748144120576,1424.3150106691394,830,8430,4010
101,80,3,0,0,0,2907.3215158873454,0.3540899648414812,13.237408951509934,14.38511387657241,538.3762639502429,1.1102556825776766,5314.836361430689,0.0,1850.2617735362599,21101.466717411302,743.353493467898,1588.346127353402,446.2501473771493,2122.069606477779,39.36096912531163,1379.7451543625823,830,8430,4010
101,80,4,0,0,0,20935.321515887346,0.6133979751812181,6.504613252421399,8.357563452352899,494.62508309131937,0.6657131632225949,4618.664410922542,0.0,1854.82951632374,20382.419855162767,700.4692687159511,1494.1678765296492,276.13421472126373,2006.6908546094207,24.84634668063503,1249.9728685511607,830,8430,4010
101,80,5,0,0,0,29000.321515887346,0.6602699353443345,4.582350553541126,6.119462315621399,459.5424055959867,0.39866798759209193,4439.595886886525,0.002488367797628317,1676.1745437318398,19250.068059392157,638.8959952150407,1347.714833811208,177.83802067077642,1801.3450111376044,16.948152247647833,1134.1741864285254,830,8430,4010
101,80,6,0,0,0,29006.321515887346,0.6624119474636277,4.581047237964911,6.128876911968218,459.78204605468005,0.48071011801864383,4554.891497346032,0.0,1801.9712149709717,19666.635208834472,655.5521448700911,1402.0101525009043,205.4417615894567,1895.3510223517628,18.60569975413834,1166.3106866012706,830,8430,4010
101,80,7,0,0,0,28993.321515887346,0.7060709788547715,4.583871088380044,6.371451158560017,464.836629919879,0.43177921273623887,4401.816664432916,0.0,1715.6711250717517,19451.95442818861,651.1636721337611,1373.3185162775367,190.76171807696016,1833.5067342014459,18.119873243400768,1142.7040083219517,830,8430,4010
101,80,8,0,0,0,29005.321515887346,0.7067639424549302,4.581264457227613,6.371793379204369,465.9087477857451,0.4315481990263847,4399.95439947137,0.0,1716.4523978431298,19470.07338582769,652.5259554461778,1375.6728504340776,190.46924398182014,1836.5454837814884,18.105667315535168,1145.0070211219586,830,8430,4010
101,90,1,0,0,0,1920.3215158873452,0.10372797093259906,13.723739721294155,13.762324966924817,523.2450619806665,1.177705455028788,6204.041939389249,0.0,1896.3285912347467,21073.019054396216,729.970093760759,1584.1066975040346,464.24914477574964,2143.5322987028276,39.07046240665953,1389.2592573467136,820,8420,4000
101,90,2,0,0,0,1967.3215158873452,0.23098797044622515,13.700581113209191,14.164058340163209,527.2090673898176,1.2073002039157954,5781.102058787766,0.0,1904.7705428413856,21136.279448642235,736.5763095722468,1592.9380522665238,476.0932911951628,2150.478615329156,40.42620273856483,1387.7687277058708,820,8420,4000
101,90,3,0,0,0,4180.321515887345,0.360830952142354,12.610155587847004,13.749475142672683,530.1149826543873,1.1211895235333822,5293.519518348545,0.0,1885.132840535861,21086.515279764077,739.0631391791843,1586.4718927732317,447.59924502379886,2129.476153074936,38.927460120594425,1370.0492732912123,820,8420,4000
101,90,4,0,0,0,20476.321515887346,0.6130829646335801,6.623561163056898,8.50825790695322,497.9707615615554,0.6767252204184325,4616.4443124899435,0.0,1858.0005270504585,20441.179885494334,704.8030304513127,1501.946309988943,280.02428326280045,2015.997051867276,25.242416762801753,1257.160195904453,820,8420,4000
101,90,5,0,0,0,29000.321515887346,0.6691529347645006,4.582350553541126,6.166068159056852,462.99252374463293,0.48349794879544467,4544.459987031325,0.0,1806.462922808077,19726.83920954746,660.0201518351661,1409.8774250540664,206.0207642083078,1905.2787481106054,18.704159642652147,1172.7346568684618,820,8420,4000
101,90,6,0,0,0,29003.321515887346,0.6710429384456834,4.581698895753019,6.17521939264222,463.20789315954744,0.4855802804133033,4542.618675366851,0.0,1808.6720216407225,19737.572743404602,660.5877254237937,1411.2684577140585,206.74852483745727,1907.3397610669745,18.758737113730973,1173.4606722056503,820,8420,4000
101,90,7,0,0,0,28995.321515887346,0.7229549481617173,4.583436649854639,6.469132840090017,477.30862752357416,0.4807076562616244,4447.223390189357,0.0,1795.4372179907207,19885.826010497265,676.4564990863248,1430.1306357464782,205.4579779619757,1918.3511751340277,19.189723208612854,1184.566788796532,820,8420,4000
101,90,8,0,0,0,29003.321515887346,0.7236479713665208,4.581698895753019,6.470785805715514,476.40172690475384,0.4657107393252526,4423.600011965517,0.0,1771.9592025036757,19798.175851816137,672.3434036129731,1418.523541832812,200.75742362624413,1898.7777872501447,18.90602568101605,1176.4191575819477,820,8420,4000
101,100,1,0,0,0,512.3215158873453,0.10328697106706713,14.417512491158574,14.457089873416722,533.1535764727122,1.2211832277233776,6229.812189737741,0.0,1895.0062741838508,21212.342394143172,740.9680062685653,1603.2040553889683,478.79175004770633,2166.1292068712914,40.52855755617855,1410.956615940138,810,8410,3990
101,100,2,0,0,0,580.3215158873453,0.21492296895849322,14.384006419886713,14.797226983143258,536.9064238496176,1.2444794726661064,5854.85615540796,0.0,1901.6640167178225,21269.25512353644,746.9454964524543,1611.1720156391527,488.0465133979228,2172.490157937838,41.641848010391996,1410.2817467063526,810,8410,3990
101,100,3,0,0,0,2421.3215158873454,0.33581997892725085,13.476878813835294,14.517355926168472,539.816921415806,1.1459905446336285,5388.4069750934095,0.0,1866.2546249064085,21176.14012126919,746.9599696421652,1598.625398121306,456.98898486435587,2140.595983834789,40.04180328398462,1390.6300356158656,810,8410,3990
101,100,4,0,0,0,20367.321515887346,0.6208949877964219,6.651808052510645,8.598225327428633,505.1504459678898,0.6843431015153133,4601.817525690138,0.0,1867.610344275529,20571.151206805353,714.7244564023048,1519.4146889868596,281.3264202531974,2038.3670081343357,25.47377225618515,1272.6098233561129,810,8410,3990
101,100,5,0,0,0,29001.321515887346,0.6758309795604905,4.582133334278423,6.2013914123821,473.5728373841322,0.4906403543212686,4534.067558559528,0.0,1825.1780949281056,19940.580410422303,675.0633777674124,1438.0481017560614,206.36513017283846,1943.7421548080924,18.804332763237074,1198.5574866816803,810,8410,3990
101,100,6,0,0,0,29005.321515887346,0.6763979389415941,4.581264457227613,6.203261732808019,473.63939612753046,0.4902884528803033,4532.965916000729,0.0,1824.7033427396468,19939.65880178954,675.0867072523195,1437.9219749496192,206.26210156823277,1943.378488142362,18.80240094780189,1198.3974783515694,810,8410,3990
101,100,7,0,0,0,29003.321515887346,0.7274279787288865,4.581698895753019,6.493281893642201,480.35579436389787,0.47075033302259317,4423.032573134343,0.0,1781.7265886564633,19885.976912934013,678.3560274193981,1430.10836908447,201.7895264999758,1914.8573563284474,19.012717341498117,1186.3499379206341,810,8410,3990
101,100,8,0,0,0,29005.321515887346,0.7261679365383348,4.581264457227613,6.485148738140237,476.21982751906165,0.472416116594713,4431.1449918756925,0.0,1780.6906175722033,19822.68571557,673.3276120633509,1421.793403592249,203.12025384083088,1904.5672913363521,19.07151424089132,1177.8795642296288,810,8410,3990
101,110,1,0,0,0,952.3215158873453,0.1029089658604822,14.200708500575942,14.238884812861803,534.4978079905742,1.220884034850317,6218.03050069513,0.0,1907.642951635438,21269.380174628026,744.3126517967129,1611.0832903452686,476.00345541196305,2179.971609291271,40.18971999175642,1417.9050542671025,800,8400,3980
101,110,2,0,0,0,1001.3215158873453,0.21712796828615283,14.176564419806514,14.593427210083759,537.9153028151243,1.2400688969957172,5841.847416270581,0.0,1910.5187027799907,21309.28100227519,749.4136212998847,1616.7764838435025,484.3856699991339,2182.3267595668044,41.26889078408448,1415.148052904847,800,8400,3980
101,110,3,0,0,0,6752.321515887345,0.36725695869791125,11.46463303538051,12.541156489296267,535.2138241990523,1.0144636268956053,5267.311391277647,0.0,1881.9979544454193,21142.80751345766,744.9876671279027,1594.8327407086233,403.0255147068176,2142.4027904642326,35.29145381691474,1382.4132069427635,800,8400,3980
101,110,4,0,0,0,20514.321515887346,0.5754719569431505,6.613713623614308,8.251210200891036,500.5395859797582,0.6630626866283478,4689.346520404836,0.0,1862.1667934674597,20498.75902665225,707.896593646337,1510.0885266320079,272.1584103866009,2032.4289821597047,24.42299839619249,1273.1685866792277,800,8400,3980
101,110,6,0,0,0,22997.321515887346,0.643952985023137,5.970254664773471,7.8643347628407305,495.7241785214662,0.5315108621966208,4468.767283165763,0.001592350365689201,1743.3783281511996,20024.226477676028,687.8071647713831,1446.7023656543486,229.055096318802,1921.9246106110138,21.69648790388007,1217.5592809017453,800,8400,3980
101,110,7,0,0,0,23000.321515887346,0.6430079533802232,5.969477227449056,7.857137553787154,496.0993312513812,0.5036175733082449,4434.749497348935,0.004712707212134111,1708.2437529499452,19910.263653227463,682.8122849013781,1431.5355683395392,219.57315992441735,1895.9379443235287,21.060519399714234,1209.669524977136,800,8400,3980
101,110,8,0,0,0,22997.321515887346,0.4963439597831926,5.970254664773471,7.0424505359539324,480.7933537692015,0.34070155419865294,4557.95319684147,0.030906105339203054,1479.9803402219422,18937.30945066513,629.5130174633059,1308.9961862723405,157.70379367996205,1728.3584003230576,15.891653908481835,1171.7106524322912,800,8400,3980
101,120,1,0,0,0,1110.3215158873452,0.10190096936094378,14.122856158503089,14.158700521871063,493.45512188962374,1.0868444284933316,6281.762622260451,0.0,1787.392277443737,20304.605483947566,680.9834743812216,1480.6313494229596,453.86785444531006,1986.6158428316123,38.71037765338617,1293.467761857608,790,8390,3970
